"LOCATION,""Country"",""REG_ID"",""Region"",""IND"",""Indicator"",""ISC11"",""Education ISCED level"",""GENDER"",""Gender"",""MEAS"",""Measure"",""TIME"",""Year"",""Unit Code"",""Unit"",""PowerCode Code"",""PowerCode"",""Reference Period Code"",""Reference Period"",""Value"",""Flag Codes"",""Flags"""
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,19.5,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,21.3,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,23.3,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,35.8,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,35.8,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,36.2,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,36.4,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,36.1,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,37.4,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,37.3,,"
"AUT,""Austria"",""AUT"",""Austria"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,38.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,11,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,11.8,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,13.2,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,14.7,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,15.2,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,16.5,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,18.4,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,20.1,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,22.5,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,25.5,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,28.7,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,30.1,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,32.1,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,34.2,,"
"TUR,""Türkiye"",""TUR"",""Türkiye"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""F"",""Women"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,36.8,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,57.1,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,65.4,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,63.7,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,62.3,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,61.1,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,57.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,52.4,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,52.7,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,51.6,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,49.8,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,49.8,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,49.5,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,47.8,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,47.1,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,47.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,47.9,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,47.7,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,46.4,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,45.9,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,46.8,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,47.3,,"
"SWE,""Sweden"",""SWE"",""Sweden"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""M"",""Men"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,47.3,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,20.9,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,20.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,20.3,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,20.5,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,22.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,22,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,23.6,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,24.6,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,24,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,24.4,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,25.5,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,27.2,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,29.4,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,31.9,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,33.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,34,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,34,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,35.1,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,35,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,35.1,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,36.7,,"
"GRC,""Greece"",""GRC"",""Greece"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L5T8"",""Total tertiary education (ISCED2011 levels 5 to 8)"",""M"",""Men"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,37.7,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,45.3,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,42.6,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,45.8,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,50.4,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,41.5,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,39.5,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,44.8,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,41.3,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,40.7,,"
"LUX,""Luxembourg"",""LUX"",""Luxembourg"",""NEAC_SHARE_EA_Y25T34"",""Share of population 25 to 34 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,39.3,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
